企业代号,信誉评级,是否违约,in_n_inv,in_n_void,in_void_share,in_neg_share,in_sum_amt,in_net_amt,in_sum_amt_pos,in_sum_tax,in_avg_inv,in_max_inv,in_n_counterpart,in_hhi,in_n_active_month,in_cv_month,in_growth,in_tax_ratio,in_inv_per_active_month,out_n_inv,out_n_void,out_void_share,out_neg_share,out_sum_amt,out_net_amt,out_sum_amt_pos,out_sum_tax,out_avg_inv,out_max_inv,out_n_counterpart,out_hhi,out_n_active_month,out_cv_month,out_growth,out_tax_ratio,out_inv_per_active_month,out_in_ratio,label_default
E1,A,否,3441,192,0.05579773321708806,0.02063353676256902,6953622768.1,5964027383.42,6458825075.76,928666458.58,2020814.5213891312,9999984.51,437,0.9881174250192554,32,0.7802787103746353,0.5590267370304546,0.13473200462223578,107.53125,8110,224,0.027620221948212082,0.028236744759556103,4413147404.37,4152993641.69,4283070523.03,645818302.95,544161.2089235511,999990.51,360,0.07117024731741492,30,0.8018297563954928,0.5683916968801243,0.13457878958381403,270.3333333333333,0.6346544170637894,0
E2,A,否,32156,721,0.02242194302773977,0.00485134967035701,166535016.14,164544160.52,165539588.33,7192305.33,5178.971767010822,999047.62,3637,0.06573307947458851,38,0.799043047370126,0.6914726130571099,0.04187989600462597,846.2105263157895,12707,1042,0.08200204611631384,0.028330841268592116,693573120.12,655381855.6999999,674477487.91,39326331.02,54581.97215078303,95238.1,1611,0.00877149145899582,37,0.8483754882302906,1.2061143147756965,0.056608417421530055,343.43243243243245,4.164728452885477,0
E3,C,否,4561,194,0.042534531900898925,0.005700504275378207,55869169.73,55190824.29,55529997.01,2330014.04,12249.324650295986,757365.79,573,0.38304655523440406,38,0.7341951064034303,0.02802462570311439,0.040507303225182326,120.02631578947368,24073,385,0.0159930212271009,0.186972957255016,998310586.97,588786961.61,793548774.29,93952826.35,41470.136126365636,997656.4,136,0.14024729929689878,38,0.6405954960386956,-0.3222451554621901,0.13761147073430038,633.5,17.868720652097654,0
E4,C,否,558,37,0.06630824372759857,0.007168458781362007,335777097.91,328166597.01,331971847.46,52240851.3,601751.0715232976,9465746.36,131,0.9153057397065931,38,1.954528944298336,-0.38001605015299095,0.1373286762183166,14.68421052631579,2231,190,0.08516360376512774,0.004034065441506051,2025623079.35,2011179877.87,2018401478.61,334450797.76,907944.0068803227,999999.32,26,0.33482457245322683,35,1.4712231572965,-0.7157761003493885,0.14258459408584076,63.74285714285714,6.032642166360428,0
E5,B,否,2169,85,0.039188566159520516,0.008298755186721992,204310666.97,201940761.49,203125714.23,30109452.24,94195.78928999539,6497091.72,393,0.1391253816620743,37,1.099285957260738,6.24331286807973,0.12975403795591237,58.62162162162162,1060,55,0.05188679245283019,0.009433962264150943,212731828.45,210801270.55,211766549.5,31986902.04,200690.4041981132,999597.07,33,0.1957539243071144,33,1.093282417667092,6.248205459351624,0.13174818896148108,32.121212121212125,1.0412174342382061,0
E6,A,否,11337,523,0.046132133721443064,0.007056540531004675,326675010.09,320765704.23,323720357.16,20371151.32,28814.943114580576,999285.71,1524,0.11889779420430648,37,0.8253852369511604,1.2338256227212991,0.05971548071860042,306.4054054054054,1052,139,0.13212927756653992,0.021863117870722433,413830081.37,409937095.63,411883588.5,32666524.19,393374.6020627376,990990.99,151,0.06561058985938374,37,0.8045591209680428,1.008060352941638,0.0738053706006403,28.43243243243243,1.26679442439135,0
E7,A,否,13097,454,0.03466442696800794,0.034435366877910975,75642843.84,62702547.06,69172695.45,3951049.72,5775.585541727113,528517.48,1588,0.06644636055955125,38,0.6805455235247566,0.39450207829669387,0.05927736702703413,344.6578947368421,8149,117,0.014357589888329856,0.23426187262240766,919213052.96,525822174.58,722517613.77,85386455.53,112800.71824272917,999998.29,1216,0.03620734700824124,38,0.6628604342841234,-0.38065253110798064,0.1397009978648909,214.44736842105263,12.152016057253514,0
E8,A,否,22536,759,0.03367944621938232,0.003461128860489883,173845971.51,172522421.69,173184196.6,8545085.48,7714.144990681576,5253796.61,2612,0.0745789792830972,38,0.5421547985082551,0.3463526954028327,0.04719281561642765,593.0526315789474,9425,1066,0.11310344827586206,0.026312997347480105,434907060.15,405507473.40999997,420207266.78,24858707.41,46143.985161803714,99999.99,2731,0.0038708949167441456,38,0.5638401825838197,0.763869822671051,0.057761758516051045,248.02631578947367,2.50168040347707,0
E9,A,否,4293,94,0.02189610994642441,0.006289308176100629,25224969.72,24891167.3,25058068.51,1811202.83,5875.837344514325,743915.09,741,0.12500971881209294,38,0.5421106809686697,0.25223091688594684,0.06782929085254201,112.97368421052632,5906,146,0.024720623095157466,0.020656959024720624,347777725.29,329474184.75,338625955.02,51343881.11,58885.49361496783,99999.0,124,0.05828060252567681,38,0.42965424811594227,0.38866147050253047,0.13482522420266566,155.42105263157896,13.787042329500169,0
E10,B,否,4097,237,0.05784720527215036,0.008298755186721992,6492810.55,6157427.2299999995,6325118.89,321183.32,1584.7719184769344,58685.27,882,0.022263423627698363,35,0.8273615915758624,1.9499492002633785,0.04957595730152355,117.05714285714286,568,52,0.09154929577464789,0.0035211267605633804,371157295.42,369075006.02,370116150.72,11623544.87,653445.9426408451,999900.0,27,0.10899743617491309,35,1.9875642654178345,-0.25311224597556137,0.030532148974106645,16.228571428571428,57.16435010105139,0
